sensitive_tool_count,max_time_gap,min_time_gap,avg_time_gap,session_length,unique_tool_count,label
3,3.1520321549199437,0.43497057893899027,1.7015949973873505,4,3,0
5,5.9690470075238515,2.124685592849882,4.133241463270084,8,7,0
6,5.271319227618452,0.6758580764949851,2.442760584297957,7,6,0
3,5.2414501697704425,1.4112957179261152,2.6627921999405086,5,4,1
3,2.8361877063077836,0.41669403099805724,1.349264139210305,4,3,0
3,5.238009963482727,0.8069140294062844,2.819002273306026,7,5,0
3,5.188124265688985,0.5767876548821251,2.2478826487772485,5,5,0
3,4.6638994007913315,1.3353559731769589,2.922123140840801,4,4,0
2,5.795434256767195,0.3225793790021341,2.9594357077155924,6,5,0
1,0.20570514122258154,0.12433062044868472,0.16501788083563312,3,3,0
5,5.695933912812799,0.36973827525521263,2.3860991881399607,7,6,0
3,5.450675993542461,0.21283592542758456,3.23057112522498,6,6,0
3,3.9381882427152264,1.097009977151868,2.7193188771104317,5,4,1
3,4.169523515426814,0.2164764224334565,2.762247998692935,7,4,1
4,5.00085105077825,0.9092647855808728,3.056974621044931,6,6,0
1,0.7946339537797118,0.7946339537797118,0.7946339537797118,2,2,0
3,1.651664102121018,1.2720153040670652,1.4007335948171995,4,4,1
3,3.028492808871747,0.3324936750085551,1.6322382692466118,5,5,1
2,5.450592261191773,0.9799525067339201,3.8764109832346234,5,4,0
1,4.369025339701025,4.369025339701025,4.369025339701025,2,2,0
2,2.794832284995384,2.794832284995384,2.794832284995384,2,2,0
4,5.257428650056739,2.2252665179179383,4.320327518958149,6,5,1
0,4.01379466219598,1.1060224305026147,2.5029361066786753,5,3,0
1,5.3281309314203735,1.0839945023285873,3.218492057823183,6,4,0
0,3.5854267876429975,2.55456352812229,3.0699951578826434,3,3,0
3,5.3368041755749065,0.4736826743447474,2.888127940055741,6,5,0
3,4.090143853308903,1.566604269619175,2.8343100784836293,6,5,0
4,5.823855787822061,0.39706921570660925,2.561162193474251,8,5,0
3,4.827441597587661,2.743781655425706,3.4599604540093183,4,4,0
4,3.6647993287646052,0.101001321322185,1.8379250620286645,7,6,1
3,5.081472893665089,2.058638490772917,4.108955965100189,7,5,0
2,3.8386009647709036,0.11296199198072375,2.048960976800523,4,3,0
1,4.964869447874876,0.37435213526410205,2.6332460255764856,8,5,0
3,5.553788155311079,2.6535812411383914,4.21197043445453,8,6,0
1,3.979378685677212,3.6763485663228153,3.8278636260000134,3,3,0
3,5.5038704260128855,1.7142156917410565,3.93869886323284,4,3,0
2,4.515718508679705,2.535198289564954,3.760333693045899,4,3,0
4,4.0670049070027705,1.814419023327579,2.9503112084859424,5,5,0
4,4.526091610153316,0.24910563340138528,2.1857392148620476,8,7,1
4,4.085603479765397,2.216226380338927,3.244460191569277,6,6,0
3,4.801318521894874,3.1144415917054737,3.9578800568001737,3,3,0
3,5.857354060131145,1.9446584872783417,3.8581323445824167,6,5,1
4,5.9023746090210025,1.2416365015182533,3.105636481462008,6,5,0
0,4.436968967554691,4.436968967554691,4.436968967554691,2,1,0
3,4.287166848266253,0.8673925276806965,2.2280577434754516,7,6,1
1,4.664599604167439,3.789663309097969,4.227131456632704,3,3,0
3,4.725785546565959,0.5022411677161127,1.9571996824918394,6,5,1
1,5.980123387365599,1.388827186128637,4.019864838280968,6,5,0
3,5.6754272555478416,1.9935283619917807,3.8273463577371825,7,5,0
3,4.836618751298934,0.35872479937196033,2.6413764154480104,4,3,0
4,4.143890579811004,1.3436107021195978,2.9506982523385346,7,5,0
4,4.947553979926624,0.3235292570022739,1.91211268551395,8,7,0
1,2.398061016741861,0.13480367201860347,1.1102895607858387,4,2,0
3,3.0667380103930806,1.8100359331269726,2.3624015873778452,4,4,0
3,4.615118022020728,2.4311682235488443,3.3246738993711467,6,5,1
4,5.795655821193762,1.858533368974964,4.425265924013686,6,5,0
3,3.4790397101660355,2.4250820351332205,3.078173967144487,4,4,0
3,5.443205379031568,0.9404851909699343,3.173213714337603,5,5,0
3,5.941450893628947,0.4208910049735568,3.6798569763256497,6,5,1
1,5.410699685973238,0.6902658379249951,2.9359737120273866,6,3,0
4,5.756087639384073,1.0949731143452832,3.349965130015839,8,6,0
4,3.3548637743451635,1.9022835990274785,2.576132061172241,5,5,1
1,5.166410566687715,0.9260098454255794,3.0462102060566476,3,3,0
3,5.992496232569925,2.885413309619263,4.214510565611729,5,5,1
1,4.00980308733431,2.441032430133274,3.1712074694998424,4,3,0
1,5.455583946180468,0.3525698009480166,2.4703779625648177,8,3,0
1,0.7090275760892321,0.7090275760892321,0.7090275760892321,2,2,0
1,5.452730316036236,2.182098245782382,3.6642612947609114,6,4,0
4,3.6519196311539854,0.9864184059407073,2.0027102580557643,7,6,1
6,5.016853478732,0.23243162511031903,1.7903678926087925,8,5,0
1,5.6887978248738955,1.3779011655621218,2.99377187234184,7,4,0
0,4.37270210865876,1.6606721214172093,3.036765593830815,5,2,0
1,5.465101416228124,3.1839969238012356,4.440825559769782,5,4,0
1,5.278740562683511,0.6498207982273511,3.538695012780984,6,5,0
3,4.8335711564461015,1.4539689126363962,3.719700478046589,8,6,0
4,5.469503604385362,0.13226977947337973,2.4592140609061053,7,7,0
4,3.55368409079636,1.641687079104512,2.6030645151562863,4,4,1
3,4.724351660084872,1.5972881081119086,2.910746531171751,7,7,1
2,5.144493644659222,3.9897688098445983,4.548788735158386,4,4,0
3,4.82503702676594,3.72274966547369,4.356148888222654,5,5,0
3,3.693270281126771,0.6200300669526654,2.063367594930362,5,5,1
3,4.843068463780764,1.2900727325554864,3.0773083952515043,7,6,1
3,5.856310815579624,2.2224659898252344,4.014463203256908,4,4,0
2,2.1834532138035154,2.1834532138035154,2.1834532138035154,2,2,0
3,4.447860686863731,0.5048413144286479,1.8407984761546012,5,5,0
6,3.3959212059309873,0.12744356424014477,2.296856311933479,8,5,0
3,4.897569362677608,3.491873884766063,4.195058410041447,4,3,0
4,5.389490554200682,2.9436239561884325,4.410115107573343,5,4,0
3,4.820952223709308,2.1832679662657895,3.179177808630753,4,3,0
1,5.687996843474521,1.6875471165659146,3.5699121591553746,6,5,0
3,5.249180740608958,1.2963226968508128,2.3596751071116695,5,5,0
2,4.609040854549609,0.34935244771288676,2.984038413526696,6,4,0
3,4.609147720071973,1.1789439924652023,3.1754537152925337,6,6,1
4,5.8613924518985465,0.16973787380164865,3.1575599379729375,8,7,1
2,3.336524062237213,1.4991209997945172,2.572194237996206,4,4,0
3,5.140523914720836,0.8737210823424711,2.5760394978818013,7,6,0
1,5.370295415903631,0.15747951747464292,2.379750652951402,6,5,0
7,5.165161696450588,0.3814848940862061,1.7109802242894017,7,4,0
7,5.782387709415693,0.217028468321184,2.9320636185112137,8,5,0
3,5.348831449915501,0.9546051958405978,2.853869312384702,6,5,0
3,4.291557562187963,0.5667603720411429,2.5776059519781973,6,5,1
3,5.648580290294174,0.23629644466739477,3.002021842974728,7,6,1
2,5.976481015169487,0.4175700854923796,3.79215620609947,7,4,0
1,3.963512785705764,3.963512785705764,3.963512785705764,2,2,0
4,3.207779793793372,0.30741438727781056,1.6364513757847792,6,6,1
4,5.615659672820904,0.8971779571495897,3.283084916452888,4,3,0
3,4.847775820854073,1.9270018358725802,3.2114570102305273,7,5,0
4,4.573931347600253,0.16227933019805568,2.1239692889323214,6,6,0
3,5.304756204093029,1.2125687780174732,3.8471698033015076,7,6,0
4,4.819758514826975,0.5673374257327045,2.9073286836351078,7,6,1
3,4.232788327889496,0.7511024680559857,2.408433253316431,7,5,0
1,5.836762369449538,0.23057222513133097,2.610603455426039,4,3,0
3,4.7357794986428905,0.18687659660070655,2.369212899739864,7,5,1
3,3.3048325082202705,1.1714620577837118,2.1409885376790956,5,4,0
6,5.894483523293123,0.297710720264623,3.4537626428165606,8,6,0
1,5.8423169565668545,0.1888994610862886,3.086930569556131,7,5,0
2,4.6477023000116,1.0144524603430338,2.847803663215147,5,4,0
4,4.852599721860856,1.238495264395935,3.236527842175641,5,5,1
2,4.26909327567555,3.302131053153596,3.656490197858684,4,4,0
4,5.2192048557472415,1.046026113676815,3.7134855416111443,8,6,0
4,5.309300997931116,1.9920951564157088,3.4130076283320774,6,6,0
2,1.2202297694385915,1.2202297694385915,1.2202297694385915,2,2,0
5,5.02764081159992,0.49341107426796715,2.367779135828941,7,7,0
3,3.8863348419529737,0.2877211844099447,1.949331809706093,5,5,1
2,5.588245117173401,0.5181563696057198,3.010754147076731,5,4,0
3,5.353540599004357,2.2294637016379633,4.023173734004497,4,4,0
3,5.69026973288877,1.2394047424534922,3.592102288300451,5,5,1
4,4.7755234268631,0.7142041406346478,3.139862743692537,6,6,0
3,5.084638687917181,1.5202630812119973,3.3251025193496373,8,6,0
4,5.352914889759315,0.10115420434808986,1.2527101775019873,8,6,1
2,5.665752646843665,4.651986124734919,5.158869385789292,3,3,0
4,4.885337997017684,0.322644170494242,2.2283046666077335,8,5,0
1,4.432169127877721,4.432169127877721,4.432169127877721,2,2,0
3,5.539041829469196,0.32049241745216517,3.6119817912893133,7,5,0
3,5.231740433315197,1.4376342610366946,3.540257291665988,4,3,0
3,3.285585403688148,0.34297528776502284,1.842260903146901,4,4,0
3,4.074447929980707,1.0038651473676181,2.5391565386741624,3,3,0
2,2.4265021828805895,0.8799153676881806,1.6316106571716422,5,4,0
3,4.665568305681914,0.8692135318815275,2.8311099215133306,8,6,0
3,4.139954036864747,0.7639262412735116,2.6395202179226867,6,6,0
1,5.927146310086003,3.7357038672815706,4.831425088683787,3,3,0
4,4.463531617237436,0.6063051936253399,2.8471108165795296,8,7,1
3,4.466076611535491,1.3500643499376475,2.530886578260948,6,5,1
1,4.209507461979927,0.4546492924964419,2.0984185765000563,6,5,0
3,5.880777821288534,1.82572390748353,3.6998900764007714,6,4,0
3,5.541393682536115,0.33453917920301546,3.2813055715293347,8,6,0
3,5.9763670263561695,0.4658572114421047,3.1327765004270725,6,6,0
3,5.248938677389884,3.172235280033749,4.16795784777671,5,5,1
3,5.46743882202861,1.3198679204999553,3.0323164577573887,5,5,0
2,5.1892672033224025,1.9230905373568783,3.5561788703396404,3,3,0
3,5.840086607209122,0.27395174366285324,3.0090738668309007,8,6,0
1,5.917137999167229,0.2545695066335806,3.3038972960999136,4,3,0
3,4.300912855062294,2.219641873753853,3.232916617326254,8,5,1
4,5.816008977506936,1.4130698530373222,3.74016689521398,7,5,1
1,5.640920886252525,2.4254891813388375,4.090055617964086,7,5,0
3,4.437503481146578,2.4341060601517612,3.3980607814950226,7,6,0
3,5.522293637855539,1.0822709500232852,3.4798609268138194,7,6,0
3,2.7767163409505877,0.2469814654840797,1.8628027313174145,5,5,0
3,4.338410846339522,0.7735731390620587,2.18674230542086,6,6,0
1,4.634919491929561,1.1553139115722852,2.9186007124721676,6,4,0
1,4.863981925948919,3.0360028836647066,3.6572698047300007,5,3,0
4,3.6406024153439764,0.5684890124736554,2.068198049250643,5,3,0
1,5.5302697197902635,0.38928504021791444,3.3719849319511197,6,3,0
1,5.80113025670121,3.416845465054912,4.30387959162571,5,3,0
2,2.335742174383715,0.49923339914387255,1.703178394610175,4,4,0
3,5.170506852262239,0.8199370570350785,2.6434864707707386,5,5,0
3,5.569921672085728,1.6319942317888754,3.6610915672962796,8,6,1
3,5.877620191439815,0.1093274116324041,2.504672022132103,5,5,0
3,4.762153466792649,0.16665388107037565,2.5408552338189074,7,5,0
4,5.7646656689926425,0.7716369013967447,2.8991999477752417,6,6,1
5,5.363144128060517,2.0771469617528724,3.5310806357768443,8,5,0
5,5.505500061358316,0.21043873972258348,2.7609173631130695,7,5,0
3,5.201102773963132,0.2866064734893645,3.308340905079119,7,6,0
4,4.9937990666127785,1.1325752002162077,2.8024940256594784,5,4,0
1,5.549456930551561,1.2222489037117643,3.7310360427077978,4,4,0
3,5.6343406956290085,0.8830312230482986,3.987117581701267,6,5,1
3,5.600790329722886,0.6137477604032269,3.493610892024228,5,5,0
3,2.7025821742388,1.2360192737784053,1.9294023344420315,6,6,1
3,5.753958521599883,0.7040142276794203,2.7872000980139244,6,6,1
3,4.085426033271033,0.4174192667611354,2.213488233330945,8,6,0
3,5.526165348453346,2.787946607405774,3.906756343544987,8,6,0
1,5.51186008844201,1.1817831227758993,3.3468216056089544,3,3,0
3,2.924047306338891,0.48565467301363296,1.3919118724745996,4,3,0
3,3.5841621446557883,0.5184515407334457,2.175931131361308,8,6,0
3,4.902102658860036,2.6685868773352057,3.9904671186989256,7,6,1
3,5.7397123336358575,0.5106850454936115,2.8601302705423453,8,6,1
4,4.566758532566425,1.8198691956765778,3.2895942577745085,5,5,0
5,5.665666455227071,1.896845784926113,3.835987541640642,6,5,0
3,5.874307755526478,0.10497555322788142,3.303238600335507,8,6,1
3,4.008676605843899,1.2105383446588167,2.7576781803882264,6,5,0
4,5.984990653761778,0.19267601631265655,2.3293189754089845,6,6,1
4,5.588834973511506,2.602335638978296,4.054034001077108,7,4,0
5,5.096142931374825,1.4968248069403096,3.0392074325321974,8,7,0
1,0.7676697807281148,0.7676697807281148,0.7676697807281148,2,2,0
1,4.045431120400751,1.5468646942635198,3.3573136413293345,5,5,0
3,5.767429684615038,2.583995032177834,3.7785652860531704,8,5,1
1,4.389133113113248,0.4623648026054372,2.75912164271154,4,4,0
4,4.724200650597423,0.5534873315954725,2.304301069074166,8,6,1
0,5.469775783206848,3.9890182780865855,4.639566913044447,4,4,0
4,5.185885125363127,2.1228031725140126,3.771500591709512,5,5,1
0,5.610256942720489,5.610256942720489,5.610256942720489,2,2,0
1,4.383394641888816,1.0869712393287922,2.735182940608804,3,2,0
3,5.694685469860764,0.40988686225445814,2.9523999374525474,6,5,1
5,4.804123361766648,1.8038741109565861,2.9712725517547076,6,5,0
2,5.741483569748787,2.6475366838415324,4.0832742486657265,4,3,0
3,4.833666529356189,1.6065291215525968,3.378319454982121,6,5,1
3,5.006968048966799,0.1705723250386691,2.108880332722968,8,6,1
4,3.7544436197165667,0.4356032784073218,2.5984881782372997,4,4,0
1,5.543902805983718,1.055599586712678,3.289965232677022,8,4,0
3,5.738073625382222,0.45434602218574094,2.5231993476368837,6,5,1
3,3.722401116756314,0.7397397648457309,2.599066676885629,5,5,0
1,0.30567927830088937,0.30567927830088937,0.30567927830088937,2,2,0
1,4.685699275364757,4.685699275364757,4.685699275364757,2,2,0
1,3.9519054627267876,3.9519054627267876,3.9519054627267876,2,2,0
1,1.671975238580138,1.671975238580138,1.671975238580138,2,2,0
3,4.892426358414829,0.5135881452766015,3.0407900275001976,6,5,1
3,5.769460579800385,0.6349351514547811,3.6182978385717495,7,5,1
3,5.80832646762256,1.863335036528896,3.517902626447953,5,4,0
2,0.600688659569349,0.600688659569349,0.600688659569349,2,2,0
3,5.79322769136784,1.5070622748618723,3.5692368473054477,7,5,0
3,4.472203846410957,0.5249974885402486,2.7277572744107146,5,5,1
4,5.437507868657188,0.18475470927558188,3.5993316441907073,5,5,0
0,3.6103667021925285,0.7736601235951975,2.192013412893863,3,2,0
1,4.608944505966906,0.8123983883557528,2.4066630031925844,6,5,0
3,5.332799337610722,0.13746251346634003,2.6599330083807877,8,6,1
1,4.976253229508101,0.6193250425192023,2.62532938834524,8,4,0
3,5.47775779291269,0.4131072136978955,2.3988979616268082,8,7,0
4,3.5205944770815716,0.2714848284562097,1.81332337913609,8,6,1
1,5.2323291873912465,1.401910273982773,2.9571807707187965,5,4,0
4,2.8006671387474626,1.1505585162732657,1.8750754208600255,5,5,0
3,3.4551284130807605,0.2893581135872163,1.8333503468368104,4,4,0
3,4.787935855717922,1.0250499319905566,2.2628936851653974,5,5,0
3,5.974419590659524,2.986359051517951,4.54909724871264,6,6,0
1,5.361753506005779,0.9789212405022445,3.3107091251665643,4,3,0
3,5.704609984056936,0.17329564980896578,2.69456292853303,8,5,1
4,4.249496478660172,1.898535953124141,3.026250615000018,4,4,0
3,5.242155617367333,1.19117985561614,3.6211355720126366,5,5,0
4,5.600235267157769,2.0805985893382775,4.00949782329683,6,6,1
2,2.8455819633073163,0.34115857598833543,1.816231738388128,4,4,0
3,5.239675157209574,3.283839574977683,4.318902824871108,8,6,1
3,4.994402975022686,2.29960129437474,3.457674572905072,8,6,0
4,5.753713380128882,0.553989128360547,1.9258268869043622,7,7,1
3,5.243582834539828,0.47140210069727906,2.5390876545026866,8,7,1
3,5.399863344856759,1.908320527622469,3.662777995880043,6,5,0
3,4.641523449037454,0.37918172534701355,2.5103525871922336,3,3,0
4,5.841915926595182,1.7829548349637907,4.232897831773899,6,5,1
3,5.963260924578401,0.7898122753411051,3.236003667849083,5,5,1
4,5.5305604580570655,1.0593258876241252,2.810900005271021,6,6,0
1,5.88606969539067,1.8099803777089176,4.0654448124048885,5,4,0
3,5.411029367420653,0.922597431393334,3.729068266275111,5,5,1
3,5.620423952682772,0.42469845330783773,2.587899998955963,7,7,0
4,4.32418625680688,0.4306809444713364,3.0007171738480323,8,7,0
4,5.867389406479139,1.779437157027641,3.2732737535775485,4,4,0
1,5.9314563245952305,1.8890637174264893,3.515202906597245,8,5,0
2,2.5456326822330713,2.5456326822330713,2.5456326822330713,2,2,0
3,5.01047396698922,1.8078326826379811,3.6918192976048108,5,5,0
4,4.768195329714085,0.8326438535563384,2.8920648818986336,8,7,1
1,5.826689426553819,3.008996327717337,4.156381520775651,4,3,0
4,4.190369964386781,0.412041137432717,2.3825823155859243,8,7,1
4,5.0854698236383955,1.0861019321374803,2.8991679894453988,8,6,0
1,5.533353527439006,1.0618719406743748,3.474677985904927,7,4,0
3,0.8742697249957733,0.20253845549492164,0.6215151734860215,4,4,0
4,5.349385673751922,2.1180662648083435,3.924689307907273,5,5,0
3,4.175827006264327,0.5637692764874537,1.6118536601491233,5,5,1
3,5.460322860574525,0.2934770224915858,2.7615400188211248,7,5,0
4,5.145314684165589,0.2726287851899706,2.6163352292927287,8,6,0
2,5.78915641354736,0.12554067927689405,3.3571234788091937,8,5,0
1,5.750711641708125,2.694028392238927,4.222370016973526,3,3,0
3,4.592315734246487,1.9542536074618315,2.975024842759966,5,5,0
3,3.642298099722185,0.782763381080393,2.035018133783486,6,4,0
4,5.64058381026144,0.17543648252239488,3.0403655258154876,5,5,1
3,5.867668043823247,1.0954669459297615,3.905502393541821,7,5,0
3,5.079774055964513,1.4739308688405441,3.013003401493138,4,3,0
4,4.63119737790782,1.7454547358267545,3.064610723573464,7,6,1
3,5.835228047942106,0.4118292823347711,2.315939167107614,7,5,0
2,4.000375566143524,1.8320212945815177,2.9818558221440923,7,5,0
3,5.176128146040116,0.29387279706841785,2.6151438087687104,8,5,0
1,4.082645022826395,0.745353758009119,2.601327616120821,4,3,0
5,5.828137474723208,2.1813062445981615,3.3777796171760603,7,4,0
1,5.0379114967720175,0.36619886723435324,2.5208278039955925,4,3,0
1,5.47129521041474,0.486451392820073,2.82287963143002,7,4,0
4,3.9808299406906533,0.3205279679549139,2.5077579499837928,5,5,1
4,5.916012210901338,2.3286518012366137,3.798908686627006,6,6,1
1,5.058244883395525,0.3804350305660781,2.6238746127088546,5,3,0
3,4.960059803581963,0.5523033905332324,2.862004427326787,8,5,0
4,5.297289753777977,1.5824622779137405,3.5362556463611696,7,6,1
3,5.131370424015842,1.680822126040319,3.8871663980841635,5,5,0
4,5.4757130047688065,1.5182062922998414,4.127208136373289,8,7,1
3,4.152443930113839,0.26345462463021996,1.6801788021521873,6,6,0
1,5.389382306450488,0.3491709924216764,3.0137330861137532,8,4,0
3,4.018881099604005,0.8117914213206584,2.83772044444139,5,4,1
1,5.6194505661348035,0.7302026780948795,2.163794590972409,6,5,0
4,4.727212183387104,0.9549780289954563,2.5326333200813704,7,6,0
4,5.755053309601837,0.8201172356007472,3.458441928024089,8,7,0
1,5.566333596876744,0.5725579020147534,3.537201952079034,8,5,0
4,4.89922548556025,0.26137027066689045,3.0360351956667055,7,7,1
3,4.62888342291613,0.7538863780435349,2.6771953120816807,7,5,1
3,4.977934795116815,1.2721159458007945,3.2344774365232216,7,6,1
3,5.847352673324248,1.2697705957630323,4.304816871078446,7,5,1
3,5.752393898149795,0.18327794998617603,3.4183247333804667,8,7,0
7,4.962124442081948,1.2172427018594207,2.6081024575082887,8,4,0
1,1.812138472938211,1.6446168369752552,1.7283776549567331,3,3,0
4,4.188838991862332,0.16088942934871825,2.2790436548807174,6,5,0
3,5.593281184029315,0.40746440860546307,3.022256002174555,7,5,1
3,5.81154108169774,1.8847933982863339,3.2232736505234105,7,5,0
4,4.290507890503856,0.6289230873597603,2.2316804227056988,6,6,0
3,5.564798550587203,1.769260498333549,3.667029524460376,3,3,0
3,4.447528505831464,1.073404530895525,2.7306692371676387,4,4,0
4,2.8744604351768,0.4219462875737042,1.4228920632599826,5,5,1
2,5.971690285813314,5.570517412721914,5.7711038492676145,3,3,0
3,4.346607384194344,0.7636962144855126,1.8874669652119145,7,5,1
3,5.889873404173348,0.6564008208771751,2.2533633588427078,8,6,0
4,4.275469235265866,1.6889787726536771,3.0777328021491495,8,7,1
1,4.829191981237379,1.7694286577903329,3.802562589277487,4,4,0
4,5.793790927888282,0.6262110152916683,3.1611662720143343,7,5,0
6,5.432032203981842,0.6670578353785869,2.6076467734244417,8,5,0
1,5.842303564658736,0.6483900199725084,3.427601095685054,5,4,0
5,5.452525495209646,0.8539595152247857,3.051449925806592,7,5,0
5,5.512081875399201,2.5368144866634736,3.768264962002154,8,7,0
4,5.073167957502963,0.36702642657916484,3.3306855797372608,8,7,0
1,5.798242464594963,0.13449771054170748,2.879549938604684,8,5,0
3,4.914212515903435,0.6170472706707414,2.1785433806083394,7,6,1
3,5.163317210682243,0.6079519284920052,3.5293088459533224,5,5,0
3,4.458808972279196,0.2158038941979331,2.3552320818678605,8,5,0
4,5.878972933832904,3.8194182939903008,4.668546278032436,4,4,0
4,5.367975457198707,0.47471235677829615,2.987894240568879,7,6,0
4,4.215335198296287,0.22276085579296367,1.8449092145496133,7,6,1
3,5.762839872833195,4.071333032472067,4.854418110697424,8,7,1
3,5.963226688749924,0.6953319808955973,2.685664345488678,7,5,1
2,2.6406607290537565,0.2886230458334957,1.1349702445796763,4,3,0
1,5.567129380874183,2.6831775681229133,4.076123676647424,6,5,0
0,3.6969695032739778,3.6969695032739778,3.6969695032739778,2,2,0
3,5.4748160461609565,1.0264920294080726,3.3907409001530517,5,4,0
3,5.106711041116363,0.9128575386524379,2.6961232246284563,5,5,0
4,4.553586753819516,0.6028797840289187,2.6333687857690564,5,5,0
4,4.830435203984788,2.514924984414764,3.17277970902774,5,5,0
3,4.333991840905372,0.5105290144696192,2.5232173958455912,5,4,0
2,5.424815676285981,0.44107799432146944,3.436395259559138,5,3,0
1,4.751215315962628,1.3102880711609168,3.3780375859541993,7,3,0
3,5.2912661354499555,2.400961879477517,3.6276523962478557,7,5,1
2,2.110182390858034,1.942289240478587,2.0262358156683105,3,2,0
3,5.653923893243252,0.8304968094946733,3.6084277817215367,8,7,1
3,5.935100465501871,3.4370236368210465,5.030829759390593,5,5,0
3,4.954772065531031,1.5610366547170196,3.0504232785832066,6,6,0
4,5.342204851414066,0.46694266801202033,2.385622149258332,7,6,1
3,5.979419475767551,1.060772366461474,3.9790845613086145,7,6,1
4,5.670010410236251,0.7965431302590457,3.0436541080481163,6,3,0
3,5.947018596599345,1.8892344879693508,3.5725945999486077,6,5,1
1,5.627241866112443,1.900467386435252,3.7638546262738473,3,3,0
2,5.2355165620418385,0.8217346424644445,2.7380933237391893,4,4,0
4,4.593904807825263,0.6269583867407481,3.0695011558306606,7,6,0
6,4.055618653083255,0.3703363146831764,1.8998124028233327,6,4,0
1,3.410161694932298,0.8303115069798652,2.1202366009560816,3,3,0
3,5.778022919684232,1.314249488317903,3.725858599251162,8,6,0
3,5.609707822928229,0.2419359473282516,2.5561159964575264,7,6,1
1,5.717771892271421,1.0099414878344972,3.866125402301648,5,3,0
3,4.983674252085827,0.8137009546613756,2.4357616185951794,8,6,1
3,5.328319786562582,1.4790686889815112,2.7572094545066514,8,5,1
3,5.810677925050001,0.5950592979270168,2.8114295954046433,6,6,0
3,5.7719774445728,3.3753982645666434,4.955930068947931,4,3,0
3,5.538683203942321,0.45503268247611917,2.321612019525815,5,4,0
3,4.999938836127047,0.512617796464013,2.444348610365051,7,6,1
6,5.879878052628745,1.7107775207681717,4.451168913829921,7,6,0
5,5.541320908159616,0.1252475613245772,2.649435605241601,7,5,0
3,5.835030262883077,0.8281519925793177,3.824777685352578,7,5,1
1,2.7230081748608015,0.21671185102078197,1.5263464980381545,5,5,0
3,5.882702809672587,0.3170966532562859,3.6562531362903514,6,5,1
3,3.051921268661818,0.7545845131017697,1.6621678048007347,5,4,0
1,4.501243287204138,0.8518423708661225,2.6765428290351303,3,3,0
